transaction_id,category,budget,amount,category_match,quantity_match,time_match,merchant_trust,historical_success,previous_violations,intent_similarity,violation_type,authorized
TXN04043,smartphone,90399,47868,1,1,1,0.57,0.99,2,0.92,none,1
TXN04044,books,63360,39823,1,1,1,0.66,1.0,0,0.89,none,1
TXN04045,hotel,33979,24586,1,0,1,0.76,0.56,3,0.46,quantity_violation,0
TXN04046,shoes,45747,38168,1,0,1,0.84,0.81,3,0.22,quantity_violation,0
TXN04047,books,4800,4332,1,1,1,0.63,0.66,3,0.81,none,1
TXN04048,smartphone,84428,66674,1,1,1,0.78,0.47,1,0.92,none,1
TXN04049,shoes,95211,34885,1,1,1,0.45,0.47,1,0.9,none,1
TXN04050,hotel,48699,34662,1,1,1,0.98,0.98,0,0.94,none,1
TXN04051,shoes,33566,32042,1,1,1,0.61,0.6,5,0.9,none,1
TXN04052,laptop,65130,54119,1,1,1,0.74,0.85,5,0.87,none,1
TXN04053,laptop,57009,29525,1,1,0,0.62,0.52,4,0.54,time_violation,0
TXN04054,hotel,58850,28732,1,1,1,0.98,0.88,1,0.85,none,1
TXN04055,flight,61612,51135,1,0,1,0.78,0.4,2,0.64,quantity_violation,0
TXN04056,headphones,63810,96401,1,1,1,0.43,0.92,4,0.63,budget_violation,0
TXN04057,shoes,87929,75839,1,1,1,0.48,0.84,0,0.89,none,1
TXN04058,flight,98794,86942,1,1,1,0.96,1.0,0,0.91,none,1
TXN04059,flight,98312,31142,1,1,1,1.0,0.98,0,0.89,none,1
TXN04060,flight,58109,33543,1,0,1,0.73,0.87,0,0.57,quantity_violation,0
TXN04061,headphones,28095,21191,1,1,1,0.93,0.76,4,0.93,none,1
TXN04062,groceries,50951,90160,1,1,1,0.88,0.5,1,0.38,budget_violation,0
TXN04063,groceries,47219,84231,1,1,1,0.32,0.76,4,0.26,budget_violation,0
TXN04064,flight,37068,32957,1,1,1,0.86,0.81,1,0.98,none,1
TXN04065,laptop,16397,11127,1,1,1,0.37,0.99,2,0.2,merchant_violation,0
TXN04066,hotel,17780,10134,1,1,1,0.33,1.0,3,0.67,merchant_violation,0
TXN04067,headphones,8270,7543,1,1,1,0.85,0.42,1,0.98,none,1
TXN04068,laptop,46428,39668,1,0,1,0.45,0.71,3,0.58,quantity_violation,0
TXN04069,books,79643,35297,1,1,1,0.87,0.96,1,0.85,none,1
TXN04070,flight,84635,39413,1,1,1,0.88,0.62,0,0.91,none,1
TXN04071,books,20049,8650,1,1,1,0.66,0.48,2,0.97,none,1
TXN04072,flight,13906,5969,1,1,1,0.55,0.79,5,0.88,none,1
TXN04073,smartphone,45111,32219,1,1,1,0.47,0.96,0,0.92,none,1
TXN04074,flight,40758,29620,1,1,1,0.37,0.88,0,0.61,merchant_violation,0
TXN04075,hotel,68174,48379,1,1,1,0.38,0.83,2,0.95,none,1
TXN04076,headphones,86774,74271,1,1,0,0.33,0.95,0,0.42,time_violation,0
TXN04077,groceries,79074,42910,1,1,1,0.55,0.82,1,0.87,none,1
TXN04078,flight,67624,60940,1,1,1,0.66,0.83,5,0.83,none,1
TXN04079,books,44219,37026,1,1,1,0.62,0.7,3,0.85,none,1
TXN04080,headphones,49488,56646,1,1,1,0.66,0.49,2,0.57,budget_violation,0
TXN04081,shoes,64245,46962,1,1,1,0.31,0.44,2,0.97,none,1
TXN04082,flight,79622,54397,1,1,1,0.52,0.81,3,0.89,none,1
TXN04083,hotel,95323,35638,1,1,1,0.6,0.52,4,0.87,none,1
TXN04084,groceries,87375,33393,1,1,1,0.53,0.75,2,0.98,none,1
TXN04085,headphones,60035,29084,1,1,1,0.81,0.41,2,0.82,none,1
TXN04086,headphones,21059,16335,1,1,1,0.58,0.52,0,0.99,none,1
TXN04087,flight,15834,6988,1,1,1,0.37,0.94,5,0.96,none,1
TXN04088,laptop,45431,30356,1,0,1,0.47,0.57,2,0.51,quantity_violation,0
TXN04089,flight,48648,41885,1,1,1,0.97,0.65,4,0.99,none,1
TXN04090,shoes,27678,27098,1,1,1,0.76,0.82,3,0.88,none,1
TXN04091,laptop,74464,54279,1,1,1,0.83,0.58,5,0.92,none,1
TXN04092,laptop,66895,53668,1,1,1,0.51,0.45,0,0.87,none,1
TXN04093,flight,90193,47328,1,1,1,0.41,0.78,4,0.89,none,1
TXN04094,shoes,30237,17192,1,1,1,0.33,0.96,5,0.99,none,1
TXN04095,smartphone,88586,28811,1,1,1,0.7,0.98,4,1.0,none,1
TXN04096,flight,85702,84473,1,1,1,0.32,0.62,4,0.84,none,1
TXN04097,smartphone,13168,7724,0,1,1,0.41,0.57,0,0.51,category_mismatch,0
TXN04098,shoes,90911,42378,1,1,1,0.45,0.74,1,0.9,none,1
TXN04099,laptop,25240,19333,1,1,1,0.92,0.73,5,0.89,none,1
TXN04100,headphones,86836,29867,1,1,1,0.67,0.53,2,0.86,none,1
TXN04101,books,69122,61274,1,1,0,0.6,0.55,2,0.64,time_violation,0
TXN04102,headphones,97881,63572,0,1,1,0.79,0.51,1,0.57,category_mismatch,0
TXN04103,groceries,58011,33324,1,0,1,0.87,0.58,0,0.33,quantity_violation,0
TXN04104,shoes,90682,75550,1,1,1,0.72,0.66,1,0.89,none,1
TXN04105,flight,68932,50815,1,1,1,0.88,0.58,4,0.48,merchant_violation,0
TXN04106,hotel,51878,39667,1,1,1,0.51,0.97,3,0.96,none,1
TXN04107,shoes,75584,40397,1,1,1,0.36,0.6,3,0.88,none,1
TXN04108,headphones,26688,8197,1,1,1,0.41,0.63,4,0.95,none,1
TXN04109,groceries,36162,25761,1,1,1,0.57,0.8,4,0.81,none,1
TXN04110,smartphone,87676,37476,1,1,1,0.4,0.87,1,0.85,none,1
TXN04111,headphones,35903,23101,1,1,1,0.43,0.43,3,0.84,none,1
TXN04112,books,93668,45793,1,1,1,0.99,0.81,0,0.84,none,1
TXN04113,groceries,65479,52042,1,1,1,0.99,0.98,3,0.9,none,1
TXN04114,laptop,35799,18955,1,1,1,0.57,0.88,2,0.94,none,1
TXN04115,books,87847,76744,1,1,1,0.94,0.99,3,0.9,none,1
TXN04116,laptop,8092,4338,1,1,1,0.89,0.48,3,0.93,none,1
TXN04117,books,86414,64586,1,1,1,0.96,0.56,3,0.98,none,1
TXN04118,headphones,62196,34437,1,1,0,0.97,0.61,2,0.6,time_violation,0
TXN04119,headphones,6545,3559,0,1,1,0.78,0.66,2,0.43,category_mismatch,0
TXN04120,smartphone,49320,32694,0,1,1,0.74,0.46,4,0.37,category_mismatch,0
TXN04121,laptop,45607,33710,1,1,1,0.46,0.59,4,0.86,none,1
TXN04122,smartphone,83039,79403,0,1,1,0.88,0.83,4,0.63,category_mismatch,0
TXN04123,books,56484,56290,1,1,1,0.43,0.69,4,0.94,none,1
TXN04124,laptop,37588,29092,0,1,1,0.3,0.42,5,0.6,category_mismatch,0
TXN04125,smartphone,97557,32218,1,1,1,0.55,0.48,0,0.91,none,1
TXN04126,flight,61178,46374,1,1,1,0.88,0.58,3,0.87,none,1
TXN04127,laptop,44745,28241,1,1,1,0.79,0.61,4,0.89,none,1
TXN04128,smartphone,39001,35522,1,1,1,0.33,0.97,0,0.51,merchant_violation,0
TXN04129,books,96888,77867,1,1,1,0.39,0.42,0,0.8,none,1
TXN04130,headphones,19341,15353,1,1,1,0.5,0.88,1,0.61,merchant_violation,0
TXN04131,smartphone,38029,17776,1,1,1,0.88,0.43,1,0.82,none,1
TXN04132,headphones,59126,70047,1,1,1,0.6,0.61,0,0.29,budget_violation,0
TXN04133,shoes,53652,52794,1,1,0,0.54,0.41,1,0.33,time_violation,0
TXN04134,flight,44484,26454,1,1,1,0.96,0.94,5,0.85,none,1
TXN04135,books,98961,85305,1,1,0,0.38,0.4,2,0.65,time_violation,0
TXN04136,groceries,73071,43724,1,1,1,0.3,0.68,0,0.95,none,1
TXN04137,headphones,11909,4333,1,1,1,0.57,0.92,4,0.84,none,1
TXN04138,headphones,32578,27919,1,1,1,0.7,0.54,5,0.98,none,1
TXN04139,laptop,83528,40999,1,1,1,0.5,0.75,2,0.99,none,1
TXN04140,groceries,44364,15050,1,1,1,0.61,0.58,1,0.97,none,1
TXN04141,shoes,5203,3631,0,1,1,0.49,0.85,2,0.51,category_mismatch,0
TXN04142,flight,97890,113260,1,1,1,0.32,0.44,5,0.65,budget_violation,0
TXN04143,flight,94073,61438,1,1,1,0.85,0.46,4,0.84,none,1
TXN04144,hotel,52295,42169,1,1,1,0.46,0.65,1,0.8,none,1
TXN04145,books,93886,74163,1,1,1,0.44,0.82,0,0.8,none,1
TXN04146,hotel,16665,16558,1,1,1,0.46,0.96,0,0.93,none,1
TXN04147,headphones,13568,4172,1,1,1,0.98,0.56,0,0.82,none,1
TXN04148,headphones,45696,41659,1,1,1,0.42,0.94,1,0.97,none,1
TXN04149,books,13128,11662,1,1,1,0.68,0.63,0,0.89,none,1
TXN04150,books,50148,27440,1,1,1,0.97,0.54,5,0.59,merchant_violation,0
TXN04151,shoes,5001,1742,1,1,1,0.34,0.61,2,0.98,none,1
TXN04152,smartphone,50600,34597,1,1,1,0.47,0.79,3,0.92,none,1
TXN04153,groceries,38686,12362,1,1,1,0.72,0.89,5,0.86,none,1
TXN04154,groceries,46925,40402,1,1,1,0.51,1.0,2,0.97,none,1
TXN04155,flight,75833,55626,1,0,1,0.76,0.91,3,0.63,quantity_violation,0
TXN04156,laptop,76569,71567,0,1,1,0.63,0.93,2,0.41,category_mismatch,0
TXN04157,headphones,60004,42322,0,1,1,0.83,0.99,5,0.53,category_mismatch,0
TXN04158,smartphone,16896,11130,1,1,1,0.91,0.84,0,1.0,none,1
TXN04159,shoes,58148,41363,1,1,1,0.35,0.57,4,0.8,none,1
TXN04160,smartphone,86679,28976,1,1,1,0.44,0.48,5,0.88,none,1
TXN04161,headphones,70124,51254,1,1,1,0.88,0.91,0,0.24,merchant_violation,0
TXN04162,books,18580,12161,1,1,1,0.92,0.46,4,0.87,none,1
TXN04163,groceries,41096,40064,1,1,1,0.61,0.78,4,0.87,none,1
TXN04164,smartphone,78705,31836,1,1,1,0.55,0.89,0,0.99,none,1
TXN04165,flight,53595,51819,1,1,1,0.76,0.88,5,0.47,merchant_violation,0
TXN04166,headphones,47098,31954,1,1,0,0.6,0.85,5,0.46,time_violation,0
TXN04167,books,25790,9915,1,1,1,0.39,0.47,5,0.9,none,1
TXN04168,books,37982,27538,1,1,1,0.56,0.99,4,0.93,none,1
TXN04169,flight,86800,39173,1,1,1,0.46,0.63,4,0.92,none,1
TXN04170,smartphone,24257,20402,1,1,1,0.89,0.77,0,0.94,none,1
TXN04171,hotel,56808,21937,1,1,1,0.57,0.69,4,0.82,none,1
TXN04172,groceries,77712,34781,1,1,1,0.47,0.42,5,0.82,none,1
TXN04173,books,73982,60716,1,0,1,0.67,0.71,5,0.56,quantity_violation,0
TXN04174,books,50009,46085,1,0,1,0.42,0.81,0,0.27,quantity_violation,0
TXN04175,hotel,72940,34829,1,1,1,0.65,0.47,4,0.83,none,1
TXN04176,shoes,39061,15060,1,1,1,0.46,0.98,1,0.83,none,1
TXN04177,shoes,11840,7365,1,1,1,0.6,0.94,0,0.96,none,1
TXN04178,hotel,90870,80946,1,1,1,0.56,0.85,5,0.81,none,1
TXN04179,flight,64223,41517,1,1,1,0.64,0.91,0,0.89,none,1
TXN04180,shoes,10720,8238,1,1,1,0.45,0.78,1,0.87,none,1
TXN04181,smartphone,10005,6467,1,1,1,0.32,0.75,3,0.83,none,1
TXN04182,hotel,68576,47335,0,1,1,0.79,0.62,5,0.38,category_mismatch,0
TXN04183,groceries,25438,12200,1,1,1,0.44,0.46,4,0.88,none,1
TXN04184,books,1624,1097,1,1,1,0.53,0.64,2,0.85,none,1
TXN04185,hotel,35868,12277,1,1,1,0.8,0.41,1,0.97,none,1
TXN04186,books,35136,19119,1,1,1,0.89,0.49,0,0.82,none,1
TXN04187,smartphone,67182,50269,1,1,1,0.59,0.94,4,0.93,none,1
TXN04188,shoes,21397,19339,1,1,1,0.71,0.62,2,0.84,none,1
TXN04189,hotel,66902,23703,1,1,1,0.36,0.83,0,0.97,none,1
TXN04190,hotel,61038,20584,1,1,1,0.36,0.99,3,0.86,none,1
TXN04191,headphones,51377,49028,1,0,1,0.5,0.99,0,0.66,quantity_violation,0
TXN04192,smartphone,31214,14841,1,1,1,0.57,0.83,1,0.83,none,1
TXN04193,shoes,75660,69476,1,1,0,0.36,0.67,5,0.35,time_violation,0
TXN04194,hotel,51452,17670,1,1,1,0.97,0.77,2,0.97,none,1
TXN04195,hotel,62903,50606,1,1,1,0.34,0.43,1,0.99,none,1
TXN04196,smartphone,7746,7720,1,1,1,0.55,0.63,2,0.83,none,1
TXN04197,hotel,83890,30182,1,1,1,0.42,0.95,1,0.86,none,1
TXN04198,smartphone,64911,22534,1,1,1,0.66,0.94,2,0.89,none,1
TXN04199,smartphone,70308,65748,1,1,1,0.49,0.52,5,0.84,none,1
TXN04200,groceries,48140,14857,1,1,1,0.66,0.99,4,0.96,none,1
TXN04201,smartphone,44088,34725,1,1,1,0.92,0.73,3,0.93,none,1
TXN04202,smartphone,88422,55830,1,1,1,0.42,0.44,2,0.84,none,1
TXN04203,hotel,78679,130672,1,1,1,0.9,0.79,0,0.53,budget_violation,0
TXN04204,headphones,75767,54955,1,1,1,0.65,0.57,2,0.8,none,1
TXN04205,smartphone,29363,28571,1,1,1,0.79,0.64,4,0.92,none,1
TXN04206,smartphone,38291,22535,1,1,1,0.41,0.94,1,0.96,none,1
TXN04207,laptop,15165,13997,1,1,1,0.41,0.77,4,0.93,none,1
TXN04208,hotel,58126,37911,1,1,1,0.97,0.63,2,0.92,none,1
TXN04209,smartphone,91574,57173,1,1,1,0.96,0.76,1,0.93,none,1
TXN04210,books,88559,64176,1,1,1,0.37,0.65,2,0.94,none,1
TXN04211,smartphone,42072,36167,0,1,1,0.69,0.42,0,0.25,category_mismatch,0
TXN04212,laptop,68814,27262,1,1,1,0.37,0.64,4,0.95,none,1
TXN04213,shoes,38987,37702,1,0,1,0.98,0.84,1,0.64,quantity_violation,0
TXN04214,hotel,52712,38917,1,1,0,0.36,0.55,1,0.21,time_violation,0
TXN04215,headphones,42043,24362,1,0,1,0.68,0.66,0,0.61,quantity_violation,0
TXN04216,books,51445,41646,0,1,1,0.81,0.79,5,0.67,category_mismatch,0
TXN04217,books,84858,78904,1,1,1,0.8,0.95,2,0.81,none,1
TXN04218,books,64805,22845,1,1,1,0.61,0.6,2,0.97,none,1
TXN04219,laptop,3682,3127,0,1,1,0.92,0.62,0,0.21,category_mismatch,0
TXN04220,books,19958,18005,1,1,0,0.4,0.57,3,0.37,time_violation,0
TXN04221,smartphone,58261,44656,1,1,1,0.67,0.8,4,0.84,none,1
TXN04222,groceries,99625,82430,1,1,1,0.8,0.75,2,0.94,none,1
TXN04223,shoes,73817,63737,1,1,1,0.42,0.96,4,0.84,none,1
TXN04224,groceries,85948,76367,0,1,1,0.62,0.79,4,0.21,category_mismatch,0
TXN04225,laptop,36939,24975,0,1,1,0.94,0.86,1,0.24,category_mismatch,0
TXN04226,flight,76866,122532,1,1,1,0.78,0.76,5,0.24,budget_violation,0
TXN04227,shoes,42779,36788,1,1,0,0.54,0.89,5,0.2,time_violation,0
TXN04228,books,50146,38902,1,1,1,0.84,0.58,2,0.53,merchant_violation,0
TXN04229,groceries,26928,16675,1,1,1,0.65,0.82,3,0.83,none,1
TXN04230,smartphone,32153,9904,1,1,1,0.53,0.75,0,0.92,none,1
TXN04231,hotel,73410,46905,1,0,1,0.42,0.94,4,0.37,quantity_violation,0
TXN04232,smartphone,26709,23427,1,1,1,0.8,0.85,4,0.81,none,1
TXN04233,hotel,13617,6069,1,1,1,0.78,0.47,5,0.94,none,1
TXN04234,smartphone,4396,2850,1,1,1,0.54,0.8,3,0.85,none,1
TXN04235,flight,97224,93329,1,1,1,0.53,0.42,0,0.9,none,1
TXN04236,books,19659,11149,1,0,1,0.91,0.69,4,0.59,quantity_violation,0
TXN04237,books,6182,2714,1,1,1,0.97,0.81,1,0.93,none,1
TXN04238,smartphone,19340,11776,1,1,1,0.92,0.92,4,0.93,none,1
TXN04239,shoes,47308,24365,1,1,1,0.61,0.81,5,0.86,none,1
TXN04240,headphones,16729,12055,0,1,1,0.52,0.75,1,0.58,category_mismatch,0
TXN04241,books,29502,23694,1,0,1,0.97,0.54,0,0.65,quantity_violation,0
TXN04242,groceries,22230,7506,1,1,1,0.6,0.86,4,0.98,none,1
TXN04243,laptop,4506,2468,1,1,1,0.86,0.55,3,0.35,merchant_violation,0
TXN04244,flight,94750,164701,1,1,1,0.39,0.7,2,0.24,budget_violation,0
TXN04245,hotel,4111,2521,1,1,1,0.39,0.56,3,0.81,none,1
TXN04246,books,70855,60565,1,1,1,0.43,0.86,2,0.91,none,1
TXN04247,books,2408,2363,0,1,1,0.5,0.79,5,0.45,category_mismatch,0
TXN04248,shoes,95927,54184,1,0,1,0.33,0.62,0,0.6,quantity_violation,0
TXN04249,hotel,52786,80327,1,1,1,0.38,0.47,2,0.38,budget_violation,0
TXN04250,books,75871,25274,1,1,1,0.63,0.99,1,0.94,none,1
TXN04251,headphones,89999,64046,1,0,1,0.9,0.82,1,0.53,quantity_violation,0
TXN04252,books,50515,17868,1,1,1,0.67,0.86,4,0.99,none,1
TXN04253,books,94757,84740,1,1,1,0.62,0.65,5,0.89,none,1
TXN04254,flight,9331,6833,1,1,0,0.35,0.87,4,0.47,time_violation,0
TXN04255,shoes,81573,60780,1,1,1,0.41,0.57,3,0.84,none,1
TXN04256,hotel,48349,31888,1,0,1,0.82,0.65,4,0.6,quantity_violation,0
TXN04257,smartphone,85567,52997,1,1,1,0.81,0.57,4,0.91,none,1
TXN04258,laptop,66356,46788,1,1,1,0.58,0.59,5,0.81,none,1
TXN04259,smartphone,46591,40226,1,1,1,0.66,0.77,4,0.82,none,1
TXN04260,flight,32250,25935,1,1,1,0.32,0.94,2,0.92,none,1
TXN04261,shoes,77484,120542,1,1,1,0.52,0.42,3,0.31,budget_violation,0
TXN04262,flight,56112,17164,1,1,1,0.98,0.84,5,0.81,none,1
TXN04263,flight,26849,20397,1,1,1,0.43,0.81,2,0.87,none,1
TXN04264,flight,95239,43174,1,1,1,0.52,0.57,0,0.89,none,1
TXN04265,groceries,60773,59398,1,1,1,0.91,0.72,4,0.99,none,1
TXN04266,headphones,85455,69299,1,1,1,0.98,0.88,0,0.95,none,1
TXN04267,books,19328,5922,1,1,1,0.49,0.86,4,0.86,none,1
TXN04268,smartphone,17357,8791,1,1,1,0.37,0.67,5,0.9,none,1
TXN04269,laptop,37633,66400,1,1,1,0.99,0.73,3,0.44,budget_violation,0
TXN04270,groceries,34700,14027,1,1,1,0.6,0.86,2,0.96,none,1
TXN04271,books,8771,6087,1,1,1,0.59,0.45,0,1.0,none,1
TXN04272,books,62105,28670,1,1,1,0.41,0.68,0,0.94,none,1
TXN04273,hotel,30377,9732,1,1,1,0.47,0.58,3,0.93,none,1
TXN04274,books,87149,62791,1,1,1,0.87,0.44,1,0.93,none,1
TXN04275,laptop,35181,16158,1,1,1,0.99,0.88,3,0.92,none,1
TXN04276,headphones,35225,24711,1,1,1,0.5,0.41,4,0.82,none,1
TXN04277,shoes,8757,7740,1,1,0,0.5,0.48,0,0.61,time_violation,0
TXN04278,flight,91353,51167,1,1,1,0.66,0.47,3,0.87,none,1
TXN04279,smartphone,63210,40177,0,1,1,0.93,0.68,1,0.56,category_mismatch,0
TXN04280,headphones,47412,40975,1,1,1,0.63,0.42,5,0.87,none,1
TXN04281,groceries,19097,17430,1,1,1,0.77,0.52,0,0.96,none,1
TXN04282,hotel,15315,5811,1,1,1,0.89,0.94,5,0.83,none,1
TXN04283,groceries,2517,1191,1,1,1,0.58,0.75,0,0.96,none,1
TXN04284,flight,17855,11291,1,0,1,0.75,0.65,3,0.53,quantity_violation,0
TXN04285,shoes,99076,86335,1,1,1,0.69,0.8,2,0.95,none,1
TXN04286,smartphone,17212,6472,1,1,1,0.78,0.8,4,0.91,none,1
TXN04287,hotel,36407,21449,1,1,1,0.79,0.72,2,0.86,none,1
TXN04288,books,42514,17343,1,1,1,0.67,0.83,4,0.87,none,1
TXN04289,smartphone,36351,25677,1,1,1,0.9,0.59,0,0.84,none,1
TXN04290,shoes,18506,12680,1,1,1,0.46,0.61,0,0.55,merchant_violation,0
TXN04291,flight,85520,44053,1,1,1,0.32,0.88,2,0.22,merchant_violation,0
TXN04292,books,94856,34301,1,1,1,0.78,0.94,3,0.96,none,1
TXN04293,flight,34980,30632,1,1,1,0.94,0.61,2,0.94,none,1
TXN04294,books,65532,31270,1,1,1,0.85,0.56,3,0.85,none,1
TXN04295,shoes,5446,2710,1,1,1,0.34,0.66,3,0.91,none,1
TXN04296,headphones,52140,29352,1,1,0,0.82,0.67,2,0.6,time_violation,0
TXN04297,books,61638,52368,1,1,1,0.87,0.74,5,0.97,none,1
TXN04298,groceries,3712,1476,1,1,1,0.32,0.91,0,0.89,none,1
TXN04299,flight,34198,18739,1,1,1,0.44,0.66,0,0.95,none,1
TXN04300,laptop,76170,55615,1,1,1,0.99,0.53,5,0.95,none,1
TXN04301,books,5073,2030,1,1,1,0.97,0.62,0,0.94,none,1
TXN04302,hotel,27383,24286,1,1,0,0.45,0.62,5,0.61,time_violation,0
TXN04303,hotel,33312,23926,1,1,1,0.95,0.56,2,0.99,none,1
TXN04304,books,73982,30236,1,1,1,0.95,0.66,3,0.92,none,1
TXN04305,hotel,75699,36622,1,1,1,0.95,0.58,5,0.95,none,1
TXN04306,flight,94225,83851,1,1,1,0.81,0.93,1,0.89,none,1
TXN04307,shoes,96112,80784,1,0,1,0.9,0.88,3,0.56,quantity_violation,0
TXN04308,shoes,18396,17517,1,1,1,0.5,0.41,1,0.92,none,1
TXN04309,shoes,52660,49498,1,1,1,0.63,0.46,3,0.98,none,1
TXN04310,hotel,94125,93112,1,0,1,0.49,0.95,2,0.53,quantity_violation,0
TXN04311,smartphone,11586,7133,1,1,0,0.36,0.47,0,0.38,time_violation,0
TXN04312,headphones,93713,36724,1,1,1,0.8,0.5,3,0.95,none,1
TXN04313,hotel,90020,64036,1,1,1,0.42,0.97,4,1.0,none,1
TXN04314,headphones,58980,54848,1,1,1,0.64,0.88,1,0.84,none,1
TXN04315,shoes,42726,19308,1,1,1,0.83,0.89,3,0.84,none,1
TXN04316,headphones,94775,92346,1,1,1,0.73,0.86,4,0.84,none,1
TXN04317,flight,16688,11509,0,1,1,0.64,0.85,0,0.33,category_mismatch,0
TXN04318,hotel,92345,89527,1,1,1,0.7,0.87,2,0.84,none,1
TXN04319,books,9950,5467,1,1,1,0.47,0.98,2,0.84,none,1
TXN04320,shoes,9584,4364,1,1,1,0.77,0.74,2,0.81,none,1
TXN04321,shoes,31531,28220,1,1,1,0.93,0.46,1,0.92,none,1
TXN04322,shoes,37065,30373,1,1,1,0.66,0.43,1,0.94,none,1
TXN04323,books,88797,49831,1,1,1,0.75,0.94,0,0.91,none,1
TXN04324,groceries,72317,21708,1,1,1,0.34,0.49,0,0.91,none,1
TXN04325,books,12192,11712,1,1,1,0.38,0.75,2,0.87,none,1
TXN04326,shoes,79146,62507,1,1,1,0.7,0.86,1,0.85,none,1
TXN04327,smartphone,43972,41107,1,1,1,0.93,0.71,3,0.99,none,1
TXN04328,smartphone,61325,52291,1,1,1,0.32,0.5,0,0.96,none,1
TXN04329,laptop,57878,53258,1,1,1,0.5,0.44,2,0.8,none,1
TXN04330,hotel,16959,16160,1,1,1,0.33,0.71,4,0.88,none,1
TXN04331,flight,68590,43843,1,1,1,0.54,0.72,0,0.92,none,1
TXN04332,smartphone,40801,20713,1,1,1,0.88,0.66,1,0.88,none,1
TXN04333,hotel,89756,54905,1,1,1,0.65,0.97,0,0.91,none,1
TXN04334,smartphone,38753,15269,1,1,1,0.52,0.98,1,0.93,none,1
TXN04335,hotel,87786,29161,1,1,1,0.97,0.56,3,0.83,none,1
TXN04336,books,51602,49771,0,1,1,0.72,0.52,4,0.65,category_mismatch,0
TXN04337,smartphone,56803,53679,1,1,1,0.8,0.93,3,0.85,none,1
TXN04338,laptop,58883,45643,1,1,1,0.77,0.82,4,0.9,none,1
TXN04339,flight,70848,34681,1,1,1,0.35,0.85,0,0.88,none,1
TXN04340,groceries,60995,60070,1,1,1,0.5,0.45,3,0.92,none,1
TXN04341,books,71513,37324,1,1,1,0.62,0.43,1,0.86,none,1
TXN04342,shoes,15354,7464,1,1,1,0.77,0.76,1,0.99,none,1
TXN04343,hotel,33354,20245,1,1,1,0.31,0.66,2,0.81,none,1
TXN04344,shoes,51984,44771,1,1,1,0.89,0.62,4,0.84,none,1
TXN04345,groceries,92388,36742,1,1,1,0.34,0.98,1,0.93,none,1
TXN04346,headphones,62554,60973,1,1,1,0.84,0.47,2,0.88,none,1
TXN04347,books,25194,10279,1,1,1,0.47,0.42,2,0.89,none,1
TXN04348,flight,77936,44496,0,1,1,0.51,0.6,3,0.39,category_mismatch,0
TXN04349,laptop,77065,62174,1,1,1,0.3,0.92,3,0.96,none,1
TXN04350,shoes,54380,18071,1,1,1,0.97,0.42,2,0.81,none,1
TXN04351,shoes,84476,64029,1,1,1,0.39,0.71,3,0.95,none,1
TXN04352,hotel,81810,59021,1,1,1,0.9,0.92,3,0.96,none,1
TXN04353,laptop,97517,32225,1,1,1,0.33,0.7,3,0.82,none,1
TXN04354,hotel,32406,16711,1,1,0,0.34,0.57,4,0.24,time_violation,0
TXN04355,books,41484,20683,1,1,1,0.57,0.66,5,0.95,none,1
TXN04356,groceries,32242,25528,1,1,1,0.61,0.92,2,0.98,none,1
TXN04357,books,40459,33068,1,1,1,0.48,0.62,4,0.89,none,1
TXN04358,smartphone,69619,60026,1,1,1,0.52,0.56,3,0.45,merchant_violation,0
TXN04359,shoes,83282,132780,1,1,1,0.72,0.7,1,0.41,budget_violation,0
TXN04360,hotel,90921,32505,1,1,1,0.41,0.52,1,0.92,none,1
TXN04361,headphones,17078,14513,1,1,1,0.31,0.82,0,0.84,none,1
TXN04362,headphones,87745,44103,1,1,1,0.49,0.71,2,0.88,none,1
TXN04363,books,10315,9070,1,1,1,0.49,0.84,3,0.93,none,1
TXN04364,groceries,52195,36998,1,0,1,0.71,0.54,0,0.65,quantity_violation,0
TXN04365,groceries,90865,46984,1,1,1,0.61,0.64,5,0.99,none,1
TXN04366,groceries,49816,40037,1,1,1,0.57,0.92,3,0.99,none,1
TXN04367,laptop,74680,22844,1,1,1,0.77,0.96,5,0.83,none,1
TXN04368,groceries,41743,21892,1,1,1,0.43,0.69,0,0.86,none,1
TXN04369,books,70365,52818,1,1,1,1.0,0.68,2,0.57,merchant_violation,0
TXN04370,headphones,22838,35746,1,1,1,0.69,0.82,3,0.65,budget_violation,0
TXN04371,headphones,78976,49532,1,1,1,0.78,0.79,3,0.96,none,1
TXN04372,hotel,5548,3161,1,1,0,0.59,0.98,1,0.49,time_violation,0
TXN04373,shoes,22263,8045,1,1,1,0.47,0.52,4,0.94,none,1
TXN04374,shoes,32695,30333,1,1,1,0.38,0.47,4,0.85,none,1
TXN04375,laptop,53492,34835,1,1,1,0.53,0.71,2,0.87,none,1
TXN04376,hotel,47593,26279,1,1,0,0.35,0.52,4,0.43,time_violation,0
TXN04377,hotel,46408,44903,1,1,1,0.45,0.44,3,0.99,none,1
TXN04378,shoes,86218,68873,1,1,1,0.36,0.54,2,0.99,none,1
TXN04379,groceries,81953,74883,1,1,1,0.76,0.52,4,0.94,none,1
TXN04380,flight,94138,63640,1,1,1,0.77,0.44,5,0.91,none,1
TXN04381,headphones,43863,25043,1,1,1,0.33,0.47,4,0.95,none,1
TXN04382,smartphone,97333,47169,1,1,1,0.6,0.76,5,0.89,none,1
